,real,imag
353,-4.7422464e-08,-5.2768062e-08
354,-7.793811e-10,-3.199167e-07
355,-5.7265834e-07,-6.436299e-08
356,2.6769837e-07,-5.1187055e-07
357,-3.8309264e-07,-1.2248587e-07
358,2.8787275e-07,4.3174217e-07
359,3.7058004e-07,5.346861e-07
360,-1.5561663e-07,-3.6925226e-07
361,2.1024985e-07,2.6277547e-07
362,3.7681963e-07,-2.2520426e-07
363,-2.0256647e-07,-8.288847e-07
364,3.3095733e-07,1.6266681e-07
365,1.5431627e-07,-6.548939e-07
366,1.7391481e-07,-5.1791574e-07
367,2.1315392e-07,3.1918134e-07
368,-5.5871e-07,1.778708e-07
369,-1.2257763e-07,-3.1558056e-09
370,-1.8879503e-07,2.3316981e-07
371,3.8651845e-07,-1.6830695e-07
372,1.3034669e-07,-1.09597146e-07
373,7.069149e-07,-4.291149e-07
374,-1.1964198e-07,-1.0222979e-07
375,4.655089e-07,5.185554e-07
376,-1.5428459e-07,1.4414088e-07
377,-3.0564064e-07,-3.114901e-08
378,8.5432816e-07,-1.7318584e-07
379,-3.396516e-07,-1.5762913e-08
380,-1.3094526e-08,-6.361924e-07
381,-1.5627548e-07,-2.0259597e-07
382,5.899531e-07,8.5249485e-07
383,-3.0829483e-07,4.4735793e-07
384,-7.2591617e-09,3.9962939e-07
385,-2.1802515e-07,-4.8533384e-08
386,-1.375258e-07,5.361667e-07
387,-4.5085224e-07,-5.5595134e-08
388,4.4443348e-07,3.6384105e-07
389,-1.7883953e-09,8.218166e-07
390,-6.141355e-08,4.0198594e-07
391,2.7273778e-08,1.9903982e-07
392,-2.8721425e-07,-2.0408496e-07
393,2.4714393e-07,1.557367e-08
394,-3.0217393e-08,-1.6675928e-07
395,-8.7358876e-07,8.553307e-07
396,3.6115938e-07,-2.1379403e-08
397,-5.9329477e-07,4.421876e-07
398,4.6797962e-07,-7.9470004e-07
399,4.0475499e-07,4.2337456e-07
400,-6.4699657e-07,1.4595504e-07
401,4.00316e-07,-6.951043e-07
402,2.6077072e-07,-1.3115064e-07
403,3.3143866e-07,-7.839297e-08
404,3.904839e-08,7.2810775e-07
405,1.9423263e-07,-2.3432827e-07
406,6.0680577e-07,1.3598202e-07
407,3.0419457e-07,2.1059866e-07
408,-3.3718837e-07,-6.686373e-07
409,-1.2601215e-07,-1.1473642e-07
410,8.148581e-08,2.8352122e-07
411,1.0067325e-07,-6.392318e-07
412,-4.2064084e-07,-5.1020425e-07
413,-6.2034684e-07,2.0820882e-07
414,-4.0912533e-07,2.8639585e-07
415,-1.7662282e-07,-8.8680497e-07
416,9.964723e-08,2.2737974e-07
417,1.6165545e-07,5.4805486e-07
418,3.7815167e-07,-3.801596e-07
419,-1.2940261e-07,2.9131022e-07
420,-5.2275414e-08,1.8807907e-07
421,4.983621e-07,6.792677e-07
422,-3.047721e-07,3.1104653e-07
423,-4.4895472e-08,-7.060746e-07
424,-1.8251674e-07,-3.410708e-07
425,4.7400994e-07,1.2316542e-07
426,-5.4836096e-07,-2.1097246e-07
427,-5.7806875e-07,-6.9152035e-09
428,7.19912e-07,-3.0386917e-07
429,-7.667592e-07,-2.6609936e-07
430,-6.35018e-07,8.424126e-08
431,4.3425834e-07,-1.0525035e-06
432,-1.239552e-07,3.621085e-07
433,4.4795677e-08,-6.8698864e-07
434,8.369034e-07,8.266872e-07
435,-4.757226e-07,-5.161186e-07
436,-5.751481e-07,9.891412e-08
437,3.1885972e-07,-5.03229e-07
438,5.7584475e-07,2.3389537e-08
439,-4.2546907e-07,2.821272e-07
440,-4.4502303e-07,1.0716695e-09
441,2.5916046e-07,4.8884755e-07
442,1.1372432e-07,1.4072388e-07
443,4.667825e-07,2.6901623e-07
444,-8.759623e-09,5.845189e-07
445,-1.2692269e-07,5.1822436e-08
446,-3.2762946e-07,-2.679737e-07
447,-2.0514719e-07,-5.8594827e-07
448,-1.3221386e-07,4.8782397e-07
449,-3.6600423e-07,7.424901e-07
450,1.2252634e-07,-3.6644792e-07
451,-4.5500096e-07,-3.946232e-07
452,1.8502634e-07,-1.7903056e-07
453,-3.59329e-07,6.945345e-07
454,4.0304602e-07,2.4697232e-07
455,-3.4074588e-07,5.351157e-07
456,-1.9586629e-07,-7.2443373e-07
457,8.662432e-07,-2.8389422e-07
458,1.2945146e-07,2.8538219e-07
459,-4.9882914e-07,-4.5845152e-07
460,-3.3708884e-07,-4.250695e-07
461,1.7130839e-07,-5.3867296e-07
462,2.2298086e-07,-9.905668e-08
463,3.8723087e-07,-3.9822183e-07
464,-6.775497e-07,-7.8750695e-08
465,-9.0941e-07,1.0782e-07
466,3.7195773e-07,7.516995e-09
467,-1.4670412e-07,-4.246274e-07
468,-1.502847e-07,2.7637716e-07
469,-1.2746635e-06,-4.691622e-07
470,-5.9534466e-07,2.8154287e-07
471,4.399083e-08,6.508526e-07
472,5.9305063e-07,-7.8391156e-07
473,-2.1762376e-07,-3.0670884e-07
474,-4.840937e-07,8.647414e-08
475,6.8275526e-08,-5.248885e-07
476,9.647928e-07,6.100776e-07
477,1.7672944e-07,-1.6395656e-07
478,3.1341003e-08,-8.890795e-07
479,3.1967625e-07,7.5286897e-07
480,-2.2629163e-07,-2.635652e-07
481,3.206319e-08,-2.8188308e-07
482,1.3077786e-07,-8.956829e-07
483,-6.278981e-07,-4.95727e-07
484,-1.7364813e-07,-3.09386e-07
485,-6.777947e-07,3.2285487e-07
486,1.5157899e-07,-7.025216e-07
487,2.762223e-07,-4.4381014e-07
488,-9.091781e-08,-5.5842097e-08
489,-5.4388545e-07,-5.320076e-07
490,-7.026437e-08,-2.0873946e-07
491,-7.7722325e-07,3.572023e-08
492,3.7206144e-07,1.6442142e-07
493,-4.8947425e-07,-2.1362291e-08
494,1.256596e-07,-2.6218547e-07
495,3.376189e-07,-7.990105e-07
496,4.133099e-08,4.3609822e-07
497,-5.600708e-07,3.2470908e-07
498,-1.1454081e-07,-6.3364274e-07
499,-2.0084855e-07,-2.6552186e-07
500,8.1867955e-07,-1.7955509e-07
501,-9.8189716e-08,-3.3479324e-07
502,-8.704084e-08,5.9254614e-07
503,-8.490585e-07,-2.647342e-07
504,-1.631596e-07,-9.638477e-10
505,3.8620257e-07,-7.7018905e-07
506,-2.9583498e-07,3.9419274e-07
507,-9.521568e-08,7.7036907e-07
508,-2.2433094e-08,-3.5797746e-07
509,-1.0847223e-07,5.3955097e-07
510,-1.620836e-07,-3.4841324e-08
511,3.450539e-07,-4.4756774e-07
512,-2.2759181e-07,-4.26382e-07
513,-3.9265967e-07,1.1489649e-07
514,1.5363479e-07,-7.6763786e-07
515,-2.6088313e-07,-6.4864076e-07
516,-1.4000832e-07,6.4440164e-10
517,-1.1721831e-07,3.451037e-07
518,-1.527183e-07,-2.960408e-07
519,5.068264e-07,-2.4254885e-07
520,3.039896e-07,-2.41212e-07
521,1.0329995e-07,-2.231092e-07
522,-1.5869033e-07,6.101239e-08
523,-8.5898755e-08,4.2121545e-08
524,6.240041e-07,-3.45425e-07
525,-3.486627e-07,7.088716e-08
526,-2.7464898e-07,1.751016e-07
527,2.8979053e-07,6.0158567e-07
528,3.6487359e-07,2.2251879e-07
529,-3.6783572e-07,4.4244493e-07
530,5.8251993e-07,5.205701e-07
531,9.14909e-08,1.4147293e-08
532,-5.534206e-08,-1.0725109e-06
533,3.536213e-07,1.6417509e-07
534,-1.9910726e-07,1.428206e-07
535,7.401461e-07,6.057515e-07
536,5.482624e-09,-1.5108701e-07
537,4.3420116e-07,3.1897152e-10
538,1.04609995e-07,-8.385837e-09
539,-8.972985e-08,4.789434e-07
540,8.79957e-07,3.9244514e-07
541,4.7323027e-07,2.9520865e-07
542,1.8456062e-07,3.8526863e-07
543,2.9515317e-07,-3.5363442e-07
544,1.8708384e-07,2.0156936e-07
545,1.9554932e-07,2.3769623e-07
546,5.136801e-07,-1.9658759e-07
547,2.5020293e-07,-5.493912e-08
548,1.9218716e-08,6.0027595e-08
549,-6.369008e-08,-1.693151e-07
550,1.5355427e-07,-1.7611872e-07
551,-1.6695594e-07,-2.909322e-08
552,2.2346844e-08,-3.746859e-08
553,-5.191998e-07,-2.120562e-07
554,1.9176285e-07,-1.399331e-07
555,3.11288e-07,-1.9480031e-07
556,-9.991111e-08,-9.4046854e-08
557,1.0738168e-07,2.9885015e-07
558,-4.9714123e-07,-4.496495e-07
559,5.470711e-07,3.2546157e-07
560,-2.335816e-07,-1.4706285e-07
561,-1.2861517e-07,-3.049109e-07
562,1.9338178e-07,2.0941361e-07
563,7.92765e-07,1.7052678e-09
564,-2.694601e-07,-3.629174e-07
565,2.4489304e-07,-5.57543e-07
566,-7.3231014e-08,-9.752927e-07
567,6.2323574e-07,1.915609e-07
568,1.1761128e-07,3.3275617e-07
569,-9.697672e-08,5.9877794e-07
570,1.241308e-07,6.903193e-07
571,6.289967e-07,-1.4903979e-07
572,-8.367042e-08,-3.9417728e-07
573,-1.8829547e-07,-4.2066878e-07
574,2.7964278e-09,-8.1162426e-08
575,-3.3596174e-07,3.7740108e-08
576,-2.0077957e-08,5.1351554e-07
577,-7.138367e-07,1.7752006e-07
578,-7.513333e-07,5.6237195e-07
579,8.5729766e-07,-2.2788768e-07
580,-8.491068e-09,9.9875365e-08
581,4.7511804e-07,4.7261242e-08
582,5.783043e-07,4.4504117e-07
583,3.3759414e-07,-6.96909e-07
584,-8.435546e-08,5.779311e-07
585,-1.3066432e-07,-8.303493e-07
586,-6.546031e-07,9.568746e-07
587,1.7118766e-07,8.6082e-08
588,1.0705221e-07,-1.9695783e-07
589,-6.031774e-07,3.3875145e-07
590,4.9784313e-07,5.007283e-07
591,5.5951386e-07,-3.6433252e-07
592,2.853814e-07,4.2493934e-08
593,-6.70918e-07,5.1807314e-07
594,4.4681747e-07,5.7695027e-09
595,-3.854092e-07,-4.487631e-07
596,-1.9355049e-07,-2.6561756e-07
597,2.9797962e-07,-7.6443087e-07
598,1.3254522e-07,7.1471945e-08
599,9.488115e-08,2.9143948e-07
600,-2.6225315e-08,2.1268225e-07
601,-2.471314e-07,-4.2147306e-07
602,1.4164333e-07,2.0128601e-07
603,-4.7519894e-08,-8.523401e-07
604,6.406679e-07,-3.2017505e-07
605,-8.722306e-07,-2.5673208e-07
606,9.3741505e-08,-8.783834e-07
607,6.0223596e-07,-4.744207e-08
608,2.2328182e-07,7.206626e-08
609,-3.7093292e-07,4.7396142e-07
610,1.2033602e-06,-4.12847e-07
611,7.558061e-08,1.2460946e-07
612,1.4776619e-07,9.021771e-08
613,5.4903623e-08,-9.564523e-07
614,-6.026573e-08,-9.581476e-09
615,-2.6291798e-07,2.3629518e-07
616,3.9006272e-07,5.0267266e-07
617,1.03379094e-07,-3.157127e-07
618,-6.515258e-07,-5.570285e-07
619,-5.6699594e-07,-1.40965e-07
620,-4.2060242e-07,-2.1068895e-07
621,-7.4756383e-07,2.674145e-07
622,-5.577988e-07,8.44801e-07
623,4.3817408e-07,9.0030665e-07
624,3.88751e-07,5.1858996e-07
625,2.378362e-07,-3.39885e-07
626,5.700439e-07,1.2467035e-07
627,-2.206466e-07,-1.04803295e-08
628,4.8893907e-07,-1.722395e-07
629,-4.893876e-07,-1.805353e-07
630,-2.2567758e-07,1.748047e-07
631,-7.0582485e-07,-1.7680809e-07
632,-6.3774075e-07,5.756616e-07
633,3.162665e-07,1.4559438e-07
634,-3.195125e-07,6.638606e-07
635,3.3425385e-07,5.2577576e-07
636,4.3736e-07,1.0759043e-07
637,1.3434281e-07,3.301838e-07
638,1.0203332e-06,7.3202057e-07
639,5.6143847e-07,-7.896442e-07
640,5.711425e-07,-2.3651631e-07
641,1.9425617e-07,-2.8427633e-07
642,6.009141e-07,-3.1473888e-07
643,1.7075712e-08,-5.018542e-07
644,2.3794311e-07,-2.822363e-07
645,7.967962e-07,-1.402016e-07
646,1.566017e-07,-9.978166e-07
647,-8.273244e-07,-1.15428364e-07
648,-5.5889522e-08,-8.5570434e-08
649,-7.441685e-07,4.6624044e-07
650,-4.7542628e-07,-2.8996772e-07
651,-8.212335e-07,-2.100861e-07
652,-3.0434543e-07,-1.6147393e-07
653,3.9089423e-07,-1.6668771e-07
654,-3.398778e-07,-2.3694312e-07
655,8.724042e-08,4.117204e-07
656,1.9110504e-07,-1.4742741e-07
657,-3.0575575e-09,-3.9085725e-07
658,-6.683757e-07,1.0615227e-06
659,-1.195206e-07,6.377028e-07
660,-4.9626544e-07,2.3074409e-07
661,-1.8188345e-07,9.464724e-08
662,-4.8861756e-07,6.4780556e-07
663,3.1596264e-07,4.4132e-07
664,-5.533889e-07,1.7296541e-07
665,-4.5348227e-07,3.7285736e-07
666,2.149277e-07,-2.5701453e-07
667,1.8913641e-07,4.775116e-07
668,-1.9532067e-07,-1.214292e-07
669,-3.774813e-07,1.1998271e-06
670,4.0549503e-07,6.881256e-07
671,-2.9132586e-08,2.8506383e-07
672,-2.7173147e-07,5.4951204e-07
673,3.5969717e-07,2.9322078e-07
674,-2.6773643e-07,4.9390076e-07
675,2.9226527e-07,6.8570955e-07
676,1.5193168e-08,-6.3616267e-07
677,4.2425856e-07,-3.7153472e-07
678,1.9038497e-07,-4.1706695e-08
679,-1.1670605e-06,4.5799496e-07
680,-2.5554783e-07,3.8855538e-07
681,-3.1406703e-08,5.7401857e-09
682,5.4068607e-08,6.297631e-07
683,-2.1140595e-07,3.7520564e-08
684,5.4929956e-08,-3.1368248e-07
685,-4.8838558e-08,1.9339626e-07
686,-1.5337157e-07,-6.7304876e-07
687,3.0288778e-08,-7.4308053e-07
688,-2.7276434e-07,-4.617136e-07
689,7.249236e-08,-1.5837477e-07
690,7.134321e-07,-7.352578e-08
691,1.436692e-07,-5.8662806e-07
692,6.234853e-07,-4.0918377e-07
693,-4.0347487e-07,-7.514206e-08
694,5.057164e-07,2.038647e-07
695,3.6074667e-07,-3.1913464e-07
696,2.347313e-07,5.2784344e-07
697,-2.2676501e-07,-3.315886e-07
698,4.5645532e-08,3.636651e-07
699,-1.3909222e-07,2.916614e-07
700,-5.804918e-07,-7.8721416e-07
701,-5.7947926e-07,-8.610187e-08
702,-2.1064228e-07,-6.9389773e-07
703,-7.5388067e-07,-3.8648795e-07
704,-8.923017e-08,6.5086255e-08
705,1.1654325e-06,-3.7294095e-07
706,-1.7493102e-07,-2.0194436e-07
707,7.850394e-07,3.701136e-07
708,-2.4253142e-08,3.8562055e-07
709,-1.9084931e-08,-1.1228028e-07
710,-2.7500244e-07,-1.0108277e-07
711,2.5715963e-07,5.667468e-07
712,2.253006e-07,-7.975039e-08
713,-6.155052e-07,1.60479e-07
714,1.7951062e-07,-8.756509e-07
715,1.2473122e-06,-4.9791373e-07
716,-3.851275e-07,-6.3364456e-07
717,1.5074958e-08,-5.266358e-07
718,-4.279885e-08,-4.8018774e-07
719,-3.43501e-07,-5.1662187e-08
720,1.6662081e-08,-3.4420444e-07
721,-2.474832e-07,1.6973958e-07
722,-3.2799225e-08,-5.344427e-07
723,-3.4798572e-07,-4.271009e-07
724,5.8122797e-08,8.0209e-09
725,2.9438928e-07,4.6380342e-07
726,-2.1293536e-08,8.897553e-08
727,-5.903685e-07,-7.703446e-07
728,2.5276825e-07,-1.1671256e-07
729,2.5453147e-07,-3.4729052e-07
730,4.4294882e-07,2.5500006e-07
731,-3.0759603e-07,6.005428e-08
732,-2.5848286e-07,-2.1005076e-07
733,-3.100248e-09,3.775849e-07
734,-6.0744213e-07,2.0748237e-07
735,-3.1817362e-07,2.2518283e-07
736,-7.283061e-08,-7.918423e-07
737,-1.7650079e-08,4.940232e-07
