,channel_real,channel_imag
0,-0.9515407455365139,0.30752269767257057
1,-0.5991633433796939,0.8006268094125171
2,-0.0392598157590665,0.999229036240723
3,0.5238372435967857,0.8518183739629721
4,0.9041571239084392,0.4272000647069466
5,0.9923103502442235,-0.12377466945294752
6,0.7794473160570592,-0.6264677816866937
7,0.3461170570774894,-0.9381913359224855
8,-0.1734762936450988,-0.9848380453369779
9,-0.6362128844847502,-0.7715135550433277
10,-0.9291970903653609,-0.36958458741747796
11,-0.9937873590233534,0.11129548528753809
12,-0.8314696123025441,0.5555702330196038
13,-0.4940936145537871,0.8694087071436389
14,-0.06435813813899718,0.9979268660855272
15,0.3666636096411385,0.9303535872800893
16,0.7192185486256852,0.6947839083576727
17,0.9381913359224845,0.34611705707749213
18,0.9988146480219211,-0.04867544449561718
19,0.9054947484527938,-0.4243574678551231
20,0.6856913221741352,-0.7278924444552825
21,0.3812317342691485,-0.9244795102035184
22,0.03925981575906687,-0.999229036240723
23,-0.29554131801408207,-0.9553299583633391
24,-0.5865137267411504,-0.8099392868259986
25,-0.8080927057548843,-0.5890553275421162
26,-0.9465929997232091,-0.3224309117857912
27,-0.999229036240723,-0.03925981575906782
28,-0.9720020258153625,0.2349724703254218
29,-0.877062335534556,0.4803765810139686
30,-0.7300430117299173,0.6834012006313069
31,-0.5477092580752744,0.8366687329036699
32,-0.3461170570774929,0.9381913359224842
33,-0.1393459332222296,0.9902437633706288
34,0.06122274599026149,0.9981241282392747
35,0.24716813411004096,0.968972607187923
36,0.4129454792501566,0.9107557472598559
37,0.555570233019602,0.8314696123025453
38,0.6741734925434366,0.7385730173461421
39,0.769511029343418,0.6386335222322997
40,0.8434852094391766,0.5371524005879044
41,0.8987175224115671,0.4385280092655593
42,0.938191335922484,0.3461170570774933
43,0.9649707191301982,0.26235760179828643
44,0.9819917011209967,0.18892405598412096
45,0.9919166044403294,0.12689148842837036
46,0.997039347044609,0.07689304549086184
47,0.9992290362407229,0.03925981575906865
48,0.9999000719197535,0.014136696038032779
49,0.9999987662997035,0.0015707956808309015
50,0.9999987662997035,0.0015707956808308486
51,0.9999000719197535,0.01413669603803262
52,0.9992290362407229,0.03925981575906838
53,0.997039347044609,0.07689304549086184
54,0.9919166044403294,0.12689148842837036
55,0.9819917011209967,0.18892405598412096
56,0.9649707191301984,0.2623576017982857
57,0.9381913359224843,0.3461170570774925
58,0.8987175224115674,0.43852800926555846
59,0.843485209439177,0.5371524005879035
60,0.769511029343418,0.6386335222322997
61,0.6741734925434366,0.7385730173461421
62,0.5555702330196026,0.831469612302545
63,0.41294547925015723,0.9107557472598556
64,0.24716813411004182,0.9689726071879228
65,0.06122274599026305,0.9981241282392745
66,-0.13934593322222785,0.990243763370629
67,-0.346117057077491,0.9381913359224848
68,-0.5477092580752725,0.836668732903671
69,-0.7300430117299173,0.6834012006313069
70,-0.8770623355345556,0.48037658101396935
71,-0.9720020258153623,0.23497247032542265
72,-0.999229036240723,-0.03925981575906693
73,-0.94659299972321,-0.3224309117857887
74,-0.808092705754886,-0.5890553275421141
75,-0.5865137267411525,-0.809939286825997
76,-0.29554131801408207,-0.9553299583633391
77,0.03925981575906421,-0.9992290362407231
78,0.38123173426914686,-0.9244795102035192
79,0.6856913221741319,-0.7278924444552854
80,0.905494748452793,-0.42435746785512474
81,0.9988146480219211,-0.04867544449561718
82,0.9381913359224857,0.3461170570774888
83,0.7192185486256852,0.6947839083576727
84,0.3666636096411418,0.930353587280088
85,-0.06435813813899718,0.9979268660855272
86,-0.4940936145537825,0.8694087071436415
87,-0.8314696123025432,0.5555702330196053
88,-0.9937873590233534,0.11129548528753809
89,-0.9291970903653621,-0.36958458741747463
90,-0.6362128844847502,-0.7715135550433277
91,-0.1734762936451058,-0.9848380453369767
92,0.3461170570774894,-0.9381913359224855
93,0.7794473160570559,-0.6264677816866978
94,0.9923103502442235,-0.12377466945294752
95,0.9041571239084429,0.42720006470693855
96,0.5238372435967903,0.8518183739629693
97,-0.0392598157590665,0.999229036240723
98,-0.5991633433796897,0.8006268094125203
99,-0.9515407455365139,0.30752269767257057
